CÓDIGO;CLASSIFICAÇÃO;DESCRIÇÃO;SALDO ANTERIOR;DÉBITO;CRÉDITO;SALDO ATUAL;MÊS;TIPO
1260;2.1.01.03.2300;QUITACåES A PAGAR;10878,67;3044,51;3044,51;10878,67;28/02/2021;C
1279;2.1.01.03.2000;SALARIOS A PAGAR;11563,4;23991,93;20771,63;8343,1;28/02/2021;C
1295;2.1.01.04.0000;FINANCIAMENTOS;184916,83;0;0;184916,83;28/02/2021;C
6726;2.1.01.04.0001;CARUANA S/A - CONTRATO 8126;184916,83;0;0;184916,83;28/02/2021;C
1325;2.1.01.05.0000;SBE;5533207,16;1561946,59;1230171,35;5201431,92;28/02/2021;C
1350;2.1.01.05.0100;ADIANT. CLIENTES - VT WEB;144097,04;3739,71;4224,28;144581,61;28/02/2021;C
1333;2.1.01.05.0600;ADIANT. DE CLIENTES;90;0;0;90;28/02/2021;C
7455;2.1.01.05.0001;ADIANTAMENTO SBE;5389020,12;1257716,11;925456,3;5056760,31;28/02/2021;C
1384;2.1.01.05.0400;VALE TRANSPORTE - POS;0;300490,77;300490,77;0;28/02/2021;
1392;2.2.00.00.0000;EXIGIVEL A LONGO PRAZO;309954,06;0;0;309954,06;28/02/2021;C
1406;2.2.01.00.0000;EXIGIVEL A LONGO PRAZO;309954,06;0;0;309954,06;28/02/2021;C
6769;2.2.01.02.0000;FINANCIAMENTO - LP;309954,06;0;0;309954,06;28/02/2021;C
6777;2.2.01.02.0001;CARUANA - CONTRATO 8126 - LP;309954,06;0;0;309954,06;28/02/2021;C
1430;2.3.00.00.0000;PATRIMONIO LIQUIDO;671238,62;0;0;671238,62;28/02/2021;D
1449;2.3.01.00.0000;CAPITAL SOCIAL;150000;0;0;150000;28/02/2021;C
1457;2.3.01.01.0000;CAPITAL SUBSCRITO;150000;0;0;150000;28/02/2021;C
1465;2.3.01.01.0001;CAPITAL SOCIAL;150000;0;0;150000;28/02/2021;C
1510;2.3.03.00.0000;LUCROS OU PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;28/02/2021;D
3166;2.3.03.01.0000;LUCROS OU PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;28/02/2021;D
1546;2.3.03.01.0002;PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;28/02/2021;D
1554;3.0.00.00.0000;DESPESAS;68519,87;69153,74;207,65;137465,96;28/02/2021;D
1562;3.1.00.00.0000;DESPESAS OPERACIONAIS;68519,87;69153,74;207,65;137465,96;28/02/2021;D
1570;3.1.01.00.0000;CUSTOS DOS SERVICOS;9895,57;9371,29;0;19266,86;28/02/2021;D
1589;3.1.01.01.0000;CUSTOS DE BILHETAGEM;9895,57;9371,29;0;19266,86;28/02/2021;D
6696;3.1.01.01.1200;DEPREC. EQUIP BILHETAGEM ELETRONICA;7574,51;7574,51;0;15149,02;28/02/2021;D
7323;3.1.01.01.2000;FRETES;457,5;287,69;0;745,19;28/02/2021;D
4103;3.1.01.01.1600;MANUTENCÇO DE EQUIPAMENTOS;0;270;0;270;28/02/2021;D
7470;3.1.01.01.2200;MANUTENCAO EQUIPAMENTOS B E;350;0;0;350;28/02/2021;D
1619;3.1.01.01.0200;SUPRIMENTO DE BILHETAGEM;1037,63;619,56;0;1657,19;28/02/2021;D
7330;3.1.01.01.2100;TRANSDATA - PROCESSAMENTO DE DADOS;475,93;619,53;0;1095,46;28/02/2021;D
1740;3.1.05.00.0000;DESPESAS GERAIS;58624,3;59782,45;207,65;118199,1;28/02/2021;D
1759;3.1.05.01.0000;DESPESAS COM IMPOSTOS;316,29;643,88;0;960,17;28/02/2021;D
1767;3.1.05.01.0100;ALVARA;0;367;0;367;28/02/2021;D
1775;3.1.05.01.1300;COFINS S/OUTRAS RECEITAS;259,87;227,49;0;487,36;28/02/2021;D
1856;3.1.05.01.1400;PIS S/OUTRAS RECEITAS;56,42;49,39;0;105,81;28/02/2021;D
1880;3.1.05.02.0000;SERVICOS DE TERCEIROS;8961,56;8782,26;197,65;17546,17;28/02/2021;D
1899;3.1.05.02.0100;ANUNCIOS E PUBLICIDADE;800;800;0;1600;28/02/2021;D
3603;3.1.05.02.1700;ASSESSORIA & CONSULTORIA;2000;2000;0;4000;28/02/2021;D
1929;3.1.05.02.1300;CONEXOES E COMUNICACOES;338;270;0;608;28/02/2021;D
5312;3.1.05.02.1900;CONSULTORIA;2000;2000;0;4000;28/02/2021;D
1910;3.1.05.02.0300;CONVENIO MEDICO;901,44;1086,09;197,65;1789,88;28/02/2021;D
1945;3.1.05.02.0500;ENERGIA ELETRICA;938,62;1540,17;0;2478,79;28/02/2021;D
7374;3.1.05.02.2002;PINS CITTAMOBI;330;360;0;690;28/02/2021;D
7439;3.1.05.02.0004;PROCESSAMENTO DE DADOS;726;726;0;1452;28/02/2021;D
7250;3.1.05.02.0002;PROJETOS;927,5;0;0;927,5;28/02/2021;D
2010;3.1.05.03.0000;DESPESAS FINANCEIRAS;6643,89;6891,35;0;13535,24;28/02/2021;D
2046;3.1.05.03.0300;DESPESAS BANCARIAS;6231,22;6411,91;0;12643,13;28/02/2021;D
2089;3.1.05.03.0600;JUROS PASSIVOS;412,67;479,44;0;892,11;28/02/2021;D
2127;3.1.05.04.0000;DESPESAS ADMINISTRATIVAS;42702,56;43464,96;10;86157,52;28/02/2021;D
2143;3.1.05.04.0100;13. SALARIO;1510,87;1401,74;0;2912,61;28/02/2021;D
2160;3.1.05.04.0400;ALUGUEIS;2771,67;3771,9;0;6543,57;28/02/2021;D
6840;3.1.05.04.5904;COMISSÇO S/VENDAS BUSPAY;3058,2;2666,12;0;5724,32;28/02/2021;D
2224;3.1.05.04.1000;COPA E COZINHA;106,01;84;0;190,01;28/02/2021;D
2267;3.1.05.04.1300;DEPRECIACAO S/EQUIP. PROCES. DADOS;162,2;162,2;0;324,4;28/02/2021;D
2283;3.1.05.04.1600;DEPRECIACAO S/MOVEIS E UTENSILIOS;10,62;10,62;0;21,24;28/02/2021;D
2305;3.1.05.04.4300;DESPESA DE CONSERVACAO;28;33,93;0;61,93;28/02/2021;D
2313;3.1.05.04.2200;DESPESAS COM CORREIO;73;0;0;73;28/02/2021;D
2380;3.1.05.04.2600;FERIAS;2014,52;2073,5;0;4088,02;28/02/2021;D
2399;3.1.05.04.2700;FGTS;1702,35;2463,64;0;4165,99;28/02/2021;D
5860;3.1.05.04.5905;LIMPEZA E HIGIENE;2397;2453,85;0;4850,85;28/02/2021;D
2453;3.1.05.04.3200;MANUTENCAO DE EQUIPAMENTO ADMINISTRA;300;0;0;300;28/02/2021;D
3778;3.1.05.04.5100;MATERIAIS P/ PROCESSAMENTO DE DADOS;0;203,08;0;203,08;28/02/2021;D
2460;3.1.05.04.3300;MATERIAL DE EXPEDIENTE;40;44;0;84;28/02/2021;D
2496;3.1.05.04.3600;OUTRAS DESPESAS;149,9;48,25;0;198,15;28/02/2021;D
2470;3.1.05.04.3400;PAT PROGRAMA DE ALIM TRABALHADOR;4298;3756,13;10;8044,13;28/02/2021;D
2500;3.1.05.04.3700;PREVIDENCIA SOCIAL;5505,12;4998,23;0;10503,35;28/02/2021;D
2488;3.1.05.04.3500;SALARIOS;18259,83;18979,62;0;37239,45;28/02/2021;D
2150;3.1.05.04.0300;SEGURO ACIDENTE DO TRABALHO;113,95;103,33;0;217,28;28/02/2021;D
2445;3.1.05.04.3100;VIAGENS E ESTADIAS;201,32;210,82;0;412,14;28/02/2021;D
2607;4.0.00.00.0000;RECEITAS;67860,45;9458,33;74376,93;132779,05;28/02/2021;C
2615;4.1.00.00.0000;RECEITA OPERACIONAL BRUTA;67860,45;9458,33;74376,93;132779,05;28/02/2021;C
2623;4.1.01.00.0000;RECEITA OPERACIONAL LIQUIDA;64441,15;9458,33;71383,62;126366,44;28/02/2021;C
2630;4.1.01.01.0000;RECEITA DE PRESTACAO DE SERVICOS;74283,75;0;71383,62;145667,37;28/02/2021;C
2860;4.1.01.01.0001;COMISSÇO BILHETAGEM ELETRONICA;62920,92;0;59688,99;122609,91;28/02/2021;C
2887;4.1.01.01.0002;TARIFA PROCESSAMENTO WEB;11362,83;0;11694,63;23057,46;28/02/2021;C
2747;4.1.01.02.0000;(-) DEDUCAO DE RECEITA DA PREST. SER;9842,6;9458,33;0;19300,93;28/02/2021;D
2755;4.1.01.02.0400;COFINS;5645,57;5425,16;0;11070,73;28/02/2021;D
2780;4.1.01.02.0300;I.S.S.Q.N.;2971,35;2855,34;0;5826,69;28/02/2021;D
2798;4.1.01.02.0500;PIS S/FATURAMENTO;1225,68;1177,83;0;2403,51;28/02/2021;D
2810;4.1.02.00.0000;OUTRAS RECEITAS OPERACIONAIS;3418,8;0;2993,3;6412,1;28/02/2021;C
2836;4.1.02.01.0000;OUTRAS RECEITAS OPERACIONAIS;3418,8;0;2993,3;6412,1;28/02/2021;C
3140;4.1.02.01.0600;CARTAO BILHETAGEM;3234;0;2993,3;6227,3;28/02/2021;C
2895;4.1.02.01.0500;CARTAO ESCOLAR;184,8;0;0;184,8;28/02/2021;C
2909;4.1.03.00.0000;RECEITAS FINANCEIRAS;0,5;0;0,01;0,51;28/02/2021;C
2917;4.1.03.01.0000;RECEITAS FINANCEIRAS;0,5;0;0,01;0,51;28/02/2021;C
2940;4.1.03.01.0400;DESCONTOS OBTIDOS;0,5;0;0,01;0,51;28/02/2021;C
19;1.0.00.00.0000;ATIVO;5592548,64;6644005,91;5669316,79;6567237,76;31/03/2021;D
27;1.1.00.00.0000;CIRCULANTE;261575,68;5289555,86;4758402,01;792729,53;31/03/2021;D
35;1.1.01.00.0000;DISPONIVEL;7082,43;3972632,84;3859800,71;119914,56;31/03/2021;D
43;1.1.01.01.0000;CAIXA;2747,95;58624,82;59493,45;1879,32;31/03/2021;D
50;1.1.01.01.0100;CAIXA;2747,95;58624,82;59493,45;1879,32;31/03/2021;D
60;1.1.01.02.0000;BANCOS CONTA MOVIMENTO;802,51;3369079,85;3259981,57;109900,79;31/03/2021;D
78;1.1.01.02.0400;BANCO BANRISUL S/A - CONTA RECEBEDOR;81,35;1521291,02;1521371,37;1;31/03/2021;D
7234;1.1.01.02.0700;BANCO BANRISUL S/A;717,58;111346,01;112062,59;1;31/03/2021;D
6520;1.1.01.02.0600;CARUANA - CONTA CORRENTE;3,58;889516,21;779621;109898,79;31/03/2021;D
6505;1.1.01.02.0500;CARUANA;0;846926,61;846926,61;0;31/03/2021;
116;1.1.01.03.0000;APLICACOES CORRENTES;3531,97;544928,17;540325,69;8134,45;31/03/2021;D
7412;1.1.01.03.0001;APLICACOES BANCO BANRISUL S/A - RECE;2546,39;523932,02;524061,5;2416,91;31/03/2021;D
7420;1.1.01.03.0002;APLICACOES BANCO BANRISUL S/A;985,58;20996,15;16264,19;5717,54;31/03/2021;D
132;1.1.02.00.0000;CREDITOS;254493,25;1316923,02;898601,3;672814,97;31/03/2021;D
140;1.1.02.01.0000;ESTOQUE;31253,23;41,66;1178,31;30116,58;31/03/2021;D
5540;1.1.02.01.0003;COPA E COZINHA;341,42;30,9;290,15;82,17;31/03/2021;D
5576;1.1.02.01.0006;MATERIAIS DE LIMPEZA;459,42;10,76;232,36;237,82;31/03/2021;D
3760;1.1.02.01.0002;MATERIAL DE EXPEDIENTE;153,41;0;0;153,41;31/03/2021;D
159;1.1.02.01.0001;SUPRIMENTOS DE BILHETAGEM;30298,98;0;655,8;29643,18;31/03/2021;D
175;1.1.02.02.0000;CLIENTES;158389,3;1077003,16;659473,56;575918,9;31/03/2021;D
183;1.1.02.02.0400;FUNDACAO UNIVERSIDADE DO RIO GRANDE;3134,14;1441,24;0;4575,38;31/03/2021;D
6564;1.1.02.02.0003;NOIVA DO MAR SERV MOBILIDADE LTDA -;52724,08;39669,01;52724,08;39669,01;31/03/2021;D
4286;1.1.02.02.0500;POS - BAR DO JAPA;1359,13;0;0;1359,13;31/03/2021;D
190;1.1.02.02.0100;PREFEITURA MUNICIPAL DO RIO GRANDE;94207,04;1027316,13;599784,57;521738,6;31/03/2021;D
6572;1.1.02.02.0004;TRANSPESSOAL TRANSPORTES LTDA;6964,91;8576,78;6964,91;8576,78;31/03/2021;D
213;1.1.02.03.0000;OUTROS CREDITOS;64850,72;239878,2;237949,43;66779,49;31/03/2021;D
329;1.1.02.03.0200;ADIANT. SALARIAL - QUINZENAL;0;6520,04;6520,04;0;31/03/2021;
6530;1.1.02.03.0002;ADIANTAMENTO SBE - TRANSPESSOAL;919,41;229022,98;231429,39;3325,82;31/03/2021;C
220;1.1.02.03.0100;ADIANTAMENTOS A FORNECEDORES;33870,73;3611,5;0;37482,23;31/03/2021;D
280;1.1.02.03.1700;CS.L.L. - RET. DE ORGÇOS PUBLICOS;4787,77;0;0;4787,77;31/03/2021;D
6459;1.1.02.03.3003;DIFERENCA DE MALOTE VENDAS POS;54,95;0;0;54,95;31/03/2021;C
370;1.1.02.03.1300;I.R.P.J. - RET. DE ORGÇOS PUBLICOS;11490,78;0;0;11490,78;31/03/2021;D
353;1.1.02.03.0400;IMPOSTO DE RENDA A RECUPERAR;15675,8;723,68;0;16399,48;31/03/2021;D
426;1.2.00.00.0000;REALIZAVEL A LONGO PRAZO;4509631,88;1350006,05;903130,42;4956507,51;31/03/2021;D
434;1.2.01.00.0000;REALIZAVEL A LONGO PRAZO;4509631,88;1350006,05;903130,42;4956507,51;31/03/2021;D
442;1.2.01.01.0000;CREDITOS COM PESSOAS LIGADAS;4359631,88;1350006,05;903130,42;4806507,51;31/03/2021;D
6432;1.2.01.01.0001;NOIVA DO MAR SERVICOS DE MOBILIDADE;4359631,88;1350006,05;903130,42;4806507,51;31/03/2021;D
7072;1.2.01.02.0000;OUTROS CREDITOS - LP;150000;0;0;150000;31/03/2021;D
7102;1.2.01.02.0003;EURICO DE SA CAVALCANTE JUNIOR;50000;0;0;50000;31/03/2021;D
7099;1.2.01.02.0002;MURILO PEREIRA CAVALCANTI;50000;0;0;50000;31/03/2021;D
7080;1.2.01.02.0001;VIPAR PARTICIPACOES SOCIETARIAS E SE;50000;0;0;50000;31/03/2021;D
469;1.3.00.00.0000;PEMANENTE;821341,08;4444;7784,36;818000,72;31/03/2021;D
558;1.3.02.00.0000;IMOBILIZADO;821341,08;4444;7784,36;818000,72;31/03/2021;D
566;1.3.02.01.0000;IMOBILIZADO;929680,1;4444;0;934124,1;31/03/2021;D
590;1.3.02.01.0200;COMPUTADOR;19464,62;4444;0;23908,62;31/03/2021;D
670;1.3.02.01.1000;EQUIPAMENTOS DE BILHETAGEM ELETRONIC;908940,48;0;0;908940,48;31/03/2021;D
680;1.3.02.01.1100;MOVEIS E UTENSILIOS;1275;0;0;1275;31/03/2021;D
744;1.3.02.02.0000;DEPRECIACOES;108339,02;0;7784,36;116123,38;31/03/2021;C
795;1.3.02.02.0500;DEPREC. ACUM. EQUIP BILHETAGEM ELETR;106036,36;0;7574,51;113610,87;31/03/2021;C
3298;1.3.02.02.1400;DEPREC. ACUM. S/EQUIP PROC DADOS;2270,8;0;199,23;2470,03;31/03/2021;C
840;1.3.02.02.1300;DEPREC. ACUM. S/MOVEIS E UTENSILIOS;31,86;0;10,62;42,48;31/03/2021;C
906;2.0.00.00.0000;PASSIVO;5597235,55;1289968,21;2281225,12;6588492,46;31/03/2021;C
914;2.1.00.00.0000;CIRCULANTE;5958520,11;1289968,21;2281225,12;6949777,02;31/03/2021;C
922;2.1.01.00.0000;DEBITOS DE FUNCIONAMENTO;5958520,11;1289968,21;2281225,12;6949777,02;31/03/2021;C
949;2.1.01.01.0000;FORNECEDORES;129364,29;25481,98;29189,36;133071,67;31/03/2021;C
3247;2.1.01.01.2000;ALARMES MELLO LTDA.;319,1;0;0;319,1;31/03/2021;C
6688;2.1.01.01.0013;BAM COMERCIO E SERVICOS LTDA;490,18;737,97;737,97;490,18;31/03/2021;C
7153;2.1.01.01.0047;BRH SAUDE OCUPACIONAL LTDA;250;0;0;250;31/03/2021;C
6548;2.1.01.01.9995;CIA. ESTADUAL DE ENERGIA ELETRICA;0;0;1233,59;1233,59;31/03/2021;C
6660;2.1.01.01.0122;CINTIA VALERIA SOARES DA SILVA PIMPA;0;800;800;0;31/03/2021;
6874;2.1.01.01.0025;CITTAMOBI DESENVOLVIMENTO EM TECNOLO;0;0;360;360;31/03/2021;C
7145;2.1.01.01.0046;ECOBONUZ MARKETING E FIDELIDADE S/A;25190,97;0;0;25190,97;31/03/2021;C
6645;2.1.01.01.0012;ELETRONICA SHOP COMERCIO DE COMPONEN;0;177,61;177,61;0;31/03/2021;
6785;2.1.01.01.0019;GILDA MARIA MARQUES SEQUEIRA 7427534;562,5;0;0;562,5;31/03/2021;C
7528;2.1.01.01.0065;GPTRONICS PAINEIS ELETRONICOS EIRELI;0;444,4;4444;3999,6;31/03/2021;C
7544;2.1.01.01.0067;GRµFICA IMPERIAL LTDA.;0;0;610;610;31/03/2021;C
6602;2.1.01.01.9999;GREEN CARD S/A REFEICOES COMERCIO E;0;3615;3615;0;31/03/2021;
6939;2.1.01.01.0031;JANDERLI DA SILVA TAVARES;0;0;270;270;31/03/2021;C
7536;2.1.01.01.0066;KHYKOPIAS FOTOCOPIAS E ENCADERNACOES;0;57;57;0;31/03/2021;
6998;2.1.01.01.0037;LENY SCAGLIONI ALDRIGHI;0;129;129;0;31/03/2021;
5118;2.1.01.01.9927;MOACIR DE AVILCA GONCALVES;225,55;225,55;122,4;122,4;31/03/2021;C
7277;2.1.01.01.0055;MOBILIBUS DESENVOLVIMENTO E CONSULTO;550;0;0;550;31/03/2021;C
6734;2.1.01.01.0016;OSVALDO FARIAS DE SOUZA E CIA LTDA;100;0;0;100;31/03/2021;C
6947;2.1.01.01.0032;PAULO ALEXANDRE RODRIGUES PUCINELI 5;0;108;108;0;31/03/2021;
3204;2.1.01.01.1800;PAULO ROGERIO SOARES GARCIA;0;726;726;0;31/03/2021;
3263;2.1.01.01.2200;PRODATA MOBILITY BRASIL S.A.;2635,43;0;0;2635,43;31/03/2021;C
7160;2.1.01.01.0048;R & G ASSESSORIA E CONSULTORIA EM CO;0;0;1970;1970;31/03/2021;C
6823;2.1.01.01.0022;R. TREVISAN FILHO;270;270;0;0;31/03/2021;
6637;2.1.01.01.0119;RµDIO OCEANO DO RIO GRANDE LTDA.;0;0;1500;1500;31/03/2021;C
6483;2.1.01.01.9992;REUNIDAS TRANSPORTADORA RODOVIARIA D;287,69;287,69;309,55;309,55;31/03/2021;C
6718;2.1.01.01.0015;ROSANO TECNHOLOGY INDUSTRIA, COMERCI;145,86;0;0;145,86;31/03/2021;C
7293;2.1.01.01.0056;SORIA E LUCAS LTDA;1774,99;1774,99;1690,06;1690,06;31/03/2021;C
6912;2.1.01.01.0029;SUPERMERCADO GUANABARA S.A.;0;82,24;82,24;0;31/03/2021;
7226;2.1.01.01.0053;TELEALARME BRASIL EIRELI;259,2;259,2;259,2;259,2;31/03/2021;C
3506;2.1.01.01.3700;TELE-RIG TELECOMUNICACOES LTDA.;336,61;0;0;336,61;31/03/2021;C
6963;2.1.01.01.0034;TGI - CONSULTORIA EM GESTAO S/A;0;0;1970;1970;31/03/2021;C
6490;2.1.01.01.9993;TRANSDATA INDUSTRIA E SERVICOS DE AU;91579,12;10409,24;1203,26;82373,14;31/03/2021;C
4308;2.1.01.01.9800;UNIAO DE CLINICAS RIO GRANDE LTDA;1086,09;1086,09;959,23;959,23;31/03/2021;C
6830;2.1.01.01.0023;UNIMED LITORAL SUL/RS - COOPERATIVA;0;13;13;0;31/03/2021;
4260;2.1.01.01.9600;VETORIAL NET INF E SERV DE COMUNICAC;0;0;1467,25;1467,25;31/03/2021;C
6475;2.1.01.01.9991;VIAPRINTER INFORMATICA LTDA;195;0;0;195;31/03/2021;C
4250;2.1.01.01.9500;VIAVETORIAL INTERNET LTDA.;0;0;96;96;31/03/2021;C
6513;2.1.01.01.9994;YC YOUR COMPANY COMERCIO E APOIO ADM;3106;0;0;3106;31/03/2021;C
7510;2.1.01.01.0121;YOURPAY - TECNOLOGIA EM PAGAMENTOS L;0;4279;4279;0;31/03/2021;
973;2.1.01.02.0000;CREDORES DIVERSOS;107450,17;79000,12;64490,43;92940,48;31/03/2021;C
7390;2.1.01.02.0005;COMISSÇO - ADIANTAMENTO;56331,36;59688,99;52028,71;48671,08;31/03/2021;C
7382;2.1.01.02.0004;EMPRESTIMOS BILHETAGEM ELETRONICA;10000;0;0;10000;31/03/2021;C
7366;2.1.01.02.0003;NOIVA DO MAR - VENDA DE VEICULOS;14828,46;0;0;14828,46;31/03/2021;C
7358;2.1.01.02.0002;PARCELAMENTO IMOBILIARIA BASTOS;15082,21;1160,17;0;13922,04;31/03/2021;C
7110;2.1.01.02.0001;QUITACåES EXTRAJUDICIAIS;11208,14;5689,24;0;5518,9;31/03/2021;C
7404;2.1.01.02.0006;TARIFA WEB - ADIANTAMENTO;0;12461,72;12461,72;0;31/03/2021;
1066;2.1.01.03.0000;OBRIGACOES C/PESSOAL/SOCIAL/TRIBUTAR;335356,9;23342,56;38893,03;350907,37;31/03/2021;C
1074;2.1.01.03.0100;COFINS A RECOLHER;73337,15;0;4915,52;78252,67;31/03/2021;C
3450;2.1.01.03.2800;CSL/COFINS/PIS A RECOLHER  LEI 10833;1596,63;0;12,55;1609,18;31/03/2021;C
1104;2.1.01.03.0300;ENCARGOS S/PROVISAO 13. SALARIO;975,17;0;485,78;1460,95;31/03/2021;C
1112;2.1.01.03.0400;ENCARGOS S/PROVISAO DE FERIAS;8156,92;0;245,26;8402,18;31/03/2021;C
1120;2.1.01.03.0500;FGTS A RECOLHER;26640,9;1569,25;1368,08;26439,73;31/03/2021;C
1147;2.1.01.03.0700;INSS A RECOLHER;107351,09;0;6220,6;113571,69;31/03/2021;C
1163;2.1.01.03.1000;IRF S/COMISSOES;12061,22;0;723,68;12784,9;31/03/2021;C
1170;2.1.01.03.2400;IRF S/REND TRAB S/VINCULO EMPREGATIC;79,16;0;0;79,16;31/03/2021;C
1180;2.1.01.03.0800;IRF S/REND TRABALHO ASSALARIADO;11578,14;0;345,48;11923,62;31/03/2021;C
1198;2.1.01.03.1100;IRF S/SERV. PREST. PJ OU S/C;462;0;60;522;31/03/2021;C
1200;2.1.01.03.1200;ISSQN A RECOLHER;31390,14;2948,21;2582,54;31024,47;31/03/2021;C
1210;2.1.01.03.1400;PIS A RECOLHER;15923,33;0;1067,18;16990,51;31/03/2021;C
1228;2.1.01.03.1600;PROVISAO P/ 13. SALARIO;2802,21;0;1395,93;4198,14;31/03/2021;C
1244;2.1.01.03.1900;PROVISAO P/FERIAS;23781,07;1203,39;1918,5;24496,18;31/03/2021;C
1260;2.1.01.03.2300;QUITACåES A PAGAR;10878,67;0;0;10878,67;31/03/2021;C
1279;2.1.01.03.2000;SALARIOS A PAGAR;8343,1;17621,71;17551,93;8273,32;31/03/2021;C
1295;2.1.01.04.0000;FINANCIAMENTOS;184916,83;27583,74;0;157333,09;31/03/2021;C
6726;2.1.01.04.0001;CARUANA S/A - CONTRATO 8126;184916,83;27583,74;0;157333,09;31/03/2021;C
1325;2.1.01.05.0000;SBE;5201431,92;1134559,81;2148652,3;6215524,41;31/03/2021;C
1350;2.1.01.05.0100;ADIANT. CLIENTES - VT WEB;144581,61;0;180000;324581,61;31/03/2021;C
1333;2.1.01.05.0600;ADIANT. DE CLIENTES;90;0;0;90;31/03/2021;C
7455;2.1.01.05.0001;ADIANTAMENTO SBE;5056760,31;1134559,81;1968652,3;5890852,8;31/03/2021;C
1392;2.2.00.00.0000;EXIGIVEL A LONGO PRAZO;309954,06;0;0;309954,06;31/03/2021;C
1406;2.2.01.00.0000;EXIGIVEL A LONGO PRAZO;309954,06;0;0;309954,06;31/03/2021;C
6769;2.2.01.02.0000;FINANCIAMENTO - LP;309954,06;0;0;309954,06;31/03/2021;C
6777;2.2.01.02.0001;CARUANA - CONTRATO 8126 - LP;309954,06;0;0;309954,06;31/03/2021;C
1430;2.3.00.00.0000;PATRIMONIO LIQUIDO;671238,62;0;0;671238,62;31/03/2021;D
1449;2.3.01.00.0000;CAPITAL SOCIAL;150000;0;0;150000;31/03/2021;C
1457;2.3.01.01.0000;CAPITAL SUBSCRITO;150000;0;0;150000;31/03/2021;C
1465;2.3.01.01.0001;CAPITAL SOCIAL;150000;0;0;150000;31/03/2021;C
1510;2.3.03.00.0000;LUCROS OU PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;31/03/2021;D
3166;2.3.03.01.0000;LUCROS OU PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;31/03/2021;D
1546;2.3.03.01.0002;PREJUIZOS ACUMULADOS;821238,62;0;0;821238,62;31/03/2021;D
1554;3.0.00.00.0000;DESPESAS;137465,96;73214,14;198,3;210481,8;31/03/2021;D
1562;3.1.00.00.0000;DESPESAS OPERACIONAIS;137465,96;73214,14;198,3;210481,8;31/03/2021;D
1570;3.1.01.00.0000;CUSTOS DOS SERVICOS;19266,86;14760,09;54,6;33972,35;31/03/2021;D
1589;3.1.01.01.0000;CUSTOS DE BILHETAGEM;19266,86;14760,09;54,6;33972,35;31/03/2021;D
6696;3.1.01.01.1200;DEPREC. EQUIP BILHETAGEM ELETRONICA;15149,02;7574,51;0;22723,53;31/03/2021;D
7323;3.1.01.01.2000;FRETES;745,19;309,55;0;1054,74;31/03/2021;D
4103;3.1.01.01.1600;MANUTENCÇO DE EQUIPAMENTOS;270;0;0;270;31/03/2021;D
7470;3.1.01.01.2200;MANUTENCAO EQUIPAMENTOS B E;350;737,97;0;1087,97;31/03/2021;D
1627;3.1.01.01.0300;OUTROS CUSTOS;0;4279;0;4279;31/03/2021;D
1619;3.1.01.01.0200;SUPRIMENTO DE BILHETAGEM;1657,19;1175,8;0;2832,99;31/03/2021;D
7330;3.1.01.01.2100;TRANSDATA - PROCESSAMENTO DE DADOS;1095,46;683,26;54,6;1724,12;31/03/2021;D
1740;3.1.05.00.0000;DESPESAS GERAIS;118199,1;58454,05;143,7;176509,45;31/03/2021;D
1759;3.1.05.01.0000;DESPESAS COM IMPOSTOS;960,17;237,36;0;1197,53;31/03/2021;D
1767;3.1.05.01.0100;ALVARA;367;0;0;367;31/03/2021;D
1775;3.1.05.01.1300;COFINS S/OUTRAS RECEITAS;487,36;195,02;0;682,38;31/03/2021;D
1856;3.1.05.01.1400;PIS S/OUTRAS RECEITAS;105,81;42,34;0;148,15;31/03/2021;D
1880;3.1.05.02.0000;SERVICOS DE TERCEIROS;17546,17;11440,07;134,64;28851,6;31/03/2021;D
1899;3.1.05.02.0100;ANUNCIOS E PUBLICIDADE;1600;2300;0;3900;31/03/2021;D
3603;3.1.05.02.1700;ASSESSORIA & CONSULTORIA;4000;2000;0;6000;31/03/2021;D
1929;3.1.05.02.1300;CONEXOES E COMUNICACOES;608;1833,25;0;2441,25;31/03/2021;D
5312;3.1.05.02.1900;CONSULTORIA;4000;2000;0;6000;31/03/2021;D
1910;3.1.05.02.0300;CONVENIO MEDICO;1789,88;972,23;134,64;2627,47;31/03/2021;D
1945;3.1.05.02.0500;ENERGIA ELETRICA;2478,79;1233,59;0;3712,38;31/03/2021;D
7374;3.1.05.02.2002;PINS CITTAMOBI;690;360;0;1050;31/03/2021;D
7439;3.1.05.02.0004;PROCESSAMENTO DE DADOS;1452;726;0;2178;31/03/2021;D
7250;3.1.05.02.0002;PROJETOS;927,5;0;0;927,5;31/03/2021;D
1996;3.1.05.02.1000;TELEFONES;0;15;0;15;31/03/2021;D
2010;3.1.05.03.0000;DESPESAS FINANCEIRAS;13535,24;7158,02;0,06;20693,2;31/03/2021;D
2046;3.1.05.03.0300;DESPESAS BANCARIAS;12643,13;6579,77;0;19222,9;31/03/2021;D
2070;3.1.05.03.0900;JUROS E V.M. S/EMPREST. CAP. GIRO;0;0,03;0,03;0;31/03/2021;
